geo_name,geo_sumlevel,geo_id,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
"Mercer County, ND","county",05000US38057,0.3,0.309,0.318
"Morton County, ND","county",05000US38059,0.315,0.323,0.333
"Mountrail County, ND","county",05000US38061,0.335,0.336,0.359
"Nelson County, ND","county",05000US38063,0.277,0.304,0.317
"Oliver County, ND","county",05000US38065,0.312,0.307,0.321
"Pembina County, ND","county",05000US38067,0.318,0.32,0.321
"Pierce County, ND","county",05000US38069,0.327,0.325,0.34
"Ramsey County, ND","county",05000US38071,0.288,0.312,0.332
"Ransom County, ND","county",05000US38073,0.308,0.324,0.331
"Renville County, ND","county",05000US38075,0.288,0.302,0.316
"Richland County, ND","county",05000US38077,0.317,0.327,0.331
"Rolette County, ND","county",05000US38079,0.4,0.411,0.414
"Sargent County, ND","county",05000US38081,0.323,0.317,0.344
"Sheridan County, ND","county",05000US38083,0.295,0.317,0.316
"Sioux County, ND","county",05000US38085,0.394,0.391,0.337
"Slope County, ND","county",05000US38087,0.295,0.282,0.269
"Stark County, ND","county",05000US38089,0.301,0.288,0.296
"Steele County, ND","county",05000US38091,0.324,0.312,0.302
"Stutsman County, ND","county",05000US38093,0.298,0.302,0.33
"Towner County, ND","county",05000US38095,0.29,0.307,0.301
"Traill County, ND","county",05000US38097,0.358,0.362,0.328
"Walsh County, ND","county",05000US38099,0.321,0.302,0.322
"Ward County, ND","county",05000US38101,0.309,0.297,0.308
"Wells County, ND","county",05000US38103,0.309,0.321,0.335
"Williams County, ND","county",05000US38105,0.303,0.348,0.353
"Adams County, OH","county",05000US39001,0.296,0.283,0.311
"Allen County, OH","county",05000US39003,0.368,0.338,0.354
"Ashland County, OH","county",05000US39005,0.3,0.301,0.279
"Ashtabula County, OH","county",05000US39007,0.32,0.307,0.335
"Athens County, OH","county",05000US39009,0.299,0.288,0.283
"Auglaize County, OH","county",05000US39011,0.341,0.344,0.347
"Belmont County, OH","county",05000US39013,0.32,0.331,0.335
"Brown County, OH","county",05000US39015,0.368,0.373,0.337
"Butler County, OH","county",05000US39017,0.293,0.301,0.328
"Carroll County, OH","county",05000US39019,0.318,0.345,0.347
"Champaign County, OH","county",05000US39021,0.346,0.366,0.37
"Clark County, OH","county",05000US39023,0.301,0.304,0.315
"Clermont County, OH","county",05000US39025,0.278,0.293,0.303
"Clinton County, OH","county",05000US39027,0.334,0.348,0.343
"Columbiana County, OH","county",05000US39029,0.323,0.322,0.33
"Coshocton County, OH","county",05000US39031,0.328,0.337,0.343
"Crawford County, OH","county",05000US39033,0.353,0.321,0.32
"Cuyahoga County, OH","county",05000US39035,0.28,0.286,0.3
"Darke County, OH","county",05000US39037,0.337,0.305,0.323
"Defiance County, OH","county",05000US39039,0.313,0.315,0.329
"Delaware County, OH","county",05000US39041,0.265,0.271,0.281
"Erie County, OH","county",05000US39043,0.294,0.314,0.354
"Fairfield County, OH","county",05000US39045,0.306,0.311,0.326
"Fayette County, OH","county",05000US39047,0.315,0.324,0.334
"Franklin County, OH","county",05000US39049,0.295,0.292,0.297
"Fulton County, OH","county",05000US39051,0.302,0.328,0.367
"Gallia County, OH","county",05000US39053,0.32,0.313,0.323
"Geauga County, OH","county",05000US39055,0.261,0.276,0.27
"Greene County, OH","county",05000US39057,0.251,0.285,0.313
"Guernsey County, OH","county",05000US39059,0.364,0.364,0.364
"Hamilton County, OH","county",05000US39061,0.289,0.289,0.292
"Hancock County, OH","county",05000US39063,0.314,0.302,0.314
"Hardin County, OH","county",05000US39065,0.319,0.342,0.352
"Harrison County, OH","county",05000US39067,0.285,0.294,0.303
"Henry County, OH","county",05000US39069,0.316,0.302,0.292
"Highland County, OH","county",05000US39071,0.33,0.337,0.321
"Hocking County, OH","county",05000US39073,0.305,0.34,0.375
"Holmes County, OH","county",05000US39075,0.266,0.282,0.312
"Huron County, OH","county",05000US39077,0.349,0.335,0.333
"Jackson County, OH","county",05000US39079,0.369,0.368,0.374
"Jefferson County, OH","county",05000US39081,0.333,0.336,0.366
"Knox County, OH","county",05000US39083,0.326,0.342,0.276
"Lake County, OH","county",05000US39085,0.249,0.264,0.267
"Lawrence County, OH","county",05000US39087,0.363,0.389,0.388
"Licking County, OH","county",05000US39089,0.309,0.293,0.314
"Logan County, OH","county",05000US39091,0.301,0.312,0.343
"Lorain County, OH","county",05000US39093,0.304,0.299,0.292
"Lucas County, OH","county",05000US39095,0.322,0.324,0.342
"Madison County, OH","county",05000US39097,0.312,0.286,0.296
"Mahoning County, OH","county",05000US39099,0.308,0.306,0.313
"Marion County, OH","county",05000US39101,0.342,0.339,0.358
"Medina County, OH","county",05000US39103,0.277,0.289,0.291
"Meigs County, OH","county",05000US39105,0.362,0.346,0.343
"Mercer County, OH","county",05000US39107,0.281,0.287,0.279
"Miami County, OH","county",05000US39109,0.312,0.315,0.341
"Monroe County, OH","county",05000US39111,0.342,0.361,0.368
"Montgomery County, OH","county",05000US39113,0.303,0.31,0.333
"Morgan County, OH","county",05000US39115,0.311,0.333,0.367
"Morrow County, OH","county",05000US39117,0.338,0.369,0.369
"Muskingum County, OH","county",05000US39119,0.321,0.325,0.312
"Noble County, OH","county",05000US39121,0.334,0.329,0.335
"Ottawa County, OH","county",05000US39123,0.326,0.306,0.306
"Paulding County, OH","county",05000US39125,0.29,0.299,0.299
"Perry County, OH","county",05000US39127,0.362,0.355,0.363
"Pickaway County, OH","county",05000US39129,0.349,0.359,0.34
"Pike County, OH","county",05000US39131,0.324,0.312,0.358
"Portage County, OH","county",05000US39133,0.286,0.285,0.29
"Preble County, OH","county",05000US39135,0.306,0.323,0.293
"Putnam County, OH","county",05000US39137,0.31,0.333,0.352
"Richland County, OH","county",05000US39139,0.335,0.33,0.328
"Ross County, OH","county",05000US39141,0.358,0.363,0.337
"Sandusky County, OH","county",05000US39143,0.347,0.324,0.335
"Scioto County, OH","county",05000US39145,0.367,0.363,0.37
"Seneca County, OH","county",05000US39147,0.323,0.349,0.351
"Shelby County, OH","county",05000US39149,0.324,0.323,0.318
"Stark County, OH","county",05000US39151,0.309,0.308,0.307
"Summit County, OH","county",05000US39153,0.28,0.292,0.308
"Trumbull County, OH","county",05000US39155,0.344,0.33,0.326
"Tuscarawas County, OH","county",05000US39157,0.354,0.346,0.35
"Union County, OH","county",05000US39159,0.336,0.322,0.342
"Van Wert County, OH","county",05000US39161,0.357,0.367,0.379
"Vinton County, OH","county",05000US39163,0.304,0.313,0.336
"Warren County, OH","county",05000US39165,0.263,0.286,0.299
"Washington County, OH","county",05000US39167,0.33,0.332,0.348
"Wayne County, OH","county",05000US39169,0.288,0.273,0.303
"Williams County, OH","county",05000US39171,0.309,0.341,0.359
"Wood County, OH","county",05000US39173,0.291,0.306,0.309
"Wyandot County, OH","county",05000US39175,0.342,0.352,0.358
"Adair County, OK","county",05000US40001,0.347,0.382,0.386
"Alfalfa County, OK","county",05000US40003,0.339,0.347,0.36
"Atoka County, OK","county",05000US40005,0.353,0.359,0.343
"Beaver County, OK","county",05000US40007,0.359,0.357,0.389
"Beckham County, OK","county",05000US40009,0.357,0.335,0.355
"Blaine County, OK","county",05000US40011,0.341,0.379,0.384
"Bryan County, OK","county",05000US40013,0.329,0.349,0.325
"Caddo County, OK","county",05000US40015,0.348,0.362,0.37
"Canadian County, OK","county",05000US40017,0.326,0.342,0.35
"Carter County, OK","county",05000US40019,0.358,0.324,0.323
"Cherokee County, OK","county",05000US40021,0.354,0.348,0.355
"Choctaw County, OK","county",05000US40023,0.346,0.342,0.362
"Cimarron County, OK","county",05000US40025,0.312,0.307,0.328
"Cleveland County, OK","county",05000US40027,0.293,0.299,0.301
"Coal County, OK","county",05000US40029,0.34,0.359,0.356
"Comanche County, OK","county",05000US40031,0.334,0.349,0.348
"Cotton County, OK","county",05000US40033,0.353,0.357,0.362
"Craig County, OK","county",05000US40035,0.332,0.301,0.274
"Creek County, OK","county",05000US40037,0.347,0.355,0.368
"Custer County, OK","county",05000US40039,0.292,0.298,0.309
"Delaware County, OK","county",05000US40041,0.325,0.334,0.334
"Dewey County, OK","county",05000US40043,0.288,0.339,0.355
"Ellis County, OK","county",05000US40045,0.32,0.317,0.31
"Garfield County, OK","county",05000US40047,0.353,0.358,0.367
"Garvin County, OK","county",05000US40049,0.329,0.356,0.338
"Grady County, OK","county",05000US40051,0.369,0.332,0.348
"Grant County, OK","county",05000US40053,0.369,0.367,0.364
"Greer County, OK","county",05000US40055,0.311,0.322,0.327
"Harmon County, OK","county",05000US40057,0.364,0.368,0.368
"Harper County, OK","county",05000US40059,0.333,0.349,0.35
"Haskell County, OK","county",05000US40061,0.34,0.356,0.385
"Hughes County, OK","county",05000US40063,0.351,0.359,0.323
"Jackson County, OK","county",05000US40065,0.341,0.307,0.341
"Jefferson County, OK","county",05000US40067,0.382,0.354,0.36
"Johnston County, OK","county",05000US40069,0.36,0.393,0.392
"Kay County, OK","county",05000US40071,0.305,0.287,0.297
"Kingfisher County, OK","county",05000US40073,0.317,0.291,0.321
"Kiowa County, OK","county",05000US40075,0.316,0.303,0.308
"Latimer County, OK","county",05000US40077,0.377,0.355,0.326
"Le Flore County, OK","county",05000US40079,0.37,0.393,0.391
"Lincoln County, OK","county",05000US40081,0.342,0.372,0.388
"Logan County, OK","county",05000US40083,0.342,0.324,0.314
"Love County, OK","county",05000US40085,0.325,0.346,0.335
"McClain County, OK","county",05000US40087,0.313,0.304,0.315
"McCurtain County, OK","county",05000US40089,0.355,0.341,0.353
"McIntosh County, OK","county",05000US40091,0.35,0.355,0.379
"Major County, OK","county",05000US40093,0.315,0.319,0.316
"Marshall County, OK","county",05000US40095,0.343,0.336,0.361
"Mayes County, OK","county",05000US40097,0.354,0.354,0.347
"Murray County, OK","county",05000US40099,0.363,0.383,0.397
"Muskogee County, OK","county",05000US40101,0.339,0.346,0.374
"Noble County, OK","county",05000US40103,0.325,0.335,0.328
"Nowata County, OK","county",05000US40105,0.337,0.351,0.364
"Okfuskee County, OK","county",05000US40107,0.321,0.317,0.31
"Oklahoma County, OK","county",05000US40109,0.302,0.301,0.312
"Okmulgee County, OK","county",05000US40111,0.349,0.374,0.38
"Osage County, OK","county",05000US40113,0.353,0.365,0.345
"Ottawa County, OK","county",05000US40115,0.33,0.328,0.371
"Pawnee County, OK","county",05000US40117,0.354,0.339,0.339
"Payne County, OK","county",05000US40119,0.282,0.296,0.289
"Pittsburg County, OK","county",05000US40121,0.329,0.326,0.324
"Pontotoc County, OK","county",05000US40123,0.354,0.364,0.356
"Pottawatomie County, OK","county",05000US40125,0.372,0.364,0.342
"Pushmataha County, OK","county",05000US40127,0.317,0.312,0.303
"Roger Mills County, OK","county",05000US40129,0.319,0.313,0.328
"Rogers County, OK","county",05000US40131,0.307,0.32,0.327
"Seminole County, OK","county",05000US40133,0.375,0.36,0.364
"Sequoyah County, OK","county",05000US40135,0.374,0.374,0.325
"Stephens County, OK","county",05000US40137,0.308,0.328,0.34
"Texas County, OK","county",05000US40139,0.315,0.313,0.327
"Tillman County, OK","county",05000US40141,0.336,0.343,0.334
"Tulsa County, OK","county",05000US40143,0.305,0.302,0.296
"Wagoner County, OK","county",05000US40145,0.323,0.343,0.335
"Washington County, OK","county",05000US40147,0.286,0.293,0.332
"Washita County, OK","county",05000US40149,0.377,0.414,0.406
"Woods County, OK","county",05000US40151,0.321,0.323,0.334
"Woodward County, OK","county",05000US40153,0.334,0.386,0.386
"Baker County, OR","county",05000US41001,0.243,0.261,0.269
"Benton County, OR","county",05000US41003,0.208,0.197,0.216
"Clackamas County, OR","county",05000US41005,0.262,0.255,0.253
"Clatsop County, OR","county",05000US41007,0.284,0.29,0.307
"Columbia County, OR","county",05000US41009,0.303,0.321,0.338
"Coos County, OR","county",05000US41011,0.303,0.283,0.304
"Crook County, OR","county",05000US41013,0.267,0.265,0.257
"Curry County, OR","county",05000US41015,0.293,0.29,0.299
"Deschutes County, OR","county",05000US41017,0.23,0.233,0.241
"Douglas County, OR","county",05000US41019,0.343,0.31,0.31
"Gilliam County, OR","county",05000US41021,0.271,0.274,0.272
"Grant County, OR","county",05000US41023,0.25,0.259,0.296
"Harney County, OR","county",05000US41025,0.307,0.304,0.317
"Hood River County, OR","county",05000US41027,0.223,0.245,0.265
"Jackson County, OR","county",05000US41029,0.247,0.251,0.256
"Jefferson County, OR","county",05000US41031,0.304,0.311,0.325
"Josephine County, OR","county",05000US41033,0.259,0.263,0.271
"Klamath County, OR","county",05000US41035,0.291,0.29,0.299
"Lake County, OR","county",05000US41037,0.323,0.319,0.28
"Lane County, OR","county",05000US41039,0.281,0.273,0.274
"Lincoln County, OR","county",05000US41041,0.284,0.279,0.285
"Linn County, OR","county",05000US41043,0.313,0.323,0.336
"Malheur County, OR","county",05000US41045,0.306,0.285,0.285
"Marion County, OR","county",05000US41047,0.339,0.333,0.341
"Morrow County, OR","county",05000US41049,0.271,0.274,0.309
"Multnomah County, OR","county",05000US41051,0.221,0.205,0.213
"Polk County, OR","county",05000US41053,0.314,0.34,0.345
"Sherman County, OR","county",05000US41055,0.271,0.275,0.271
"Tillamook County, OR","county",05000US41057,0.288,0.273,0.288
"Umatilla County, OR","county",05000US41059,0.33,0.321,0.318
"Union County, OR","county",05000US41061,0.257,0.271,0.273
"Wallowa County, OR","county",05000US41063,0.251,0.25,0.243
"Wasco County, OR","county",05000US41065,0.3,0.269,0.255
"Washington County, OR","county",05000US41067,0.256,0.244,0.24
"Wheeler County, OR","county",05000US41069,0.253,0.265,0.272
"Yamhill County, OR","county",05000US41071,0.297,0.299,0.278
"Adams County, PA","county",05000US42001,0.31,0.322,0.314
"Allegheny County, PA","county",05000US42003,0.266,0.258,0.267
"Armstrong County, PA","county",05000US42005,0.339,0.334,0.359
"Beaver County, PA","county",05000US42007,0.31,0.304,0.297
"Bedford County, PA","county",05000US42009,0.34,0.348,0.337
"Berks County, PA","county",05000US42011,0.302,0.308,0.322
"Blair County, PA","county",05000US42013,0.331,0.338,0.331
"Bradford County, PA","county",05000US42015,0.33,0.327,0.325
"Bucks County, PA","county",05000US42017,0.255,0.263,0.257
"Butler County, PA","county",05000US42019,0.3,0.288,0.285
"Cambria County, PA","county",05000US42021,0.319,0.292,0.289
"Cameron County, PA","county",05000US42023,0.272,0.276,0.279
"Carbon County, PA","county",05000US42025,0.356,0.359,0.35
"Centre County, PA","county",05000US42027,0.239,0.253,0.266
"Chester County, PA","county",05000US42029,0.231,0.239,0.23
"Clarion County, PA","county",05000US42031,0.334,0.33,0.338
"Clearfield County, PA","county",05000US42033,0.301,0.329,0.368
"Clinton County, PA","county",05000US42035,0.348,0.315,0.324
"Columbia County, PA","county",05000US42037,0.346,0.349,0.379
"Crawford County, PA","county",05000US42039,0.317,0.341,0.345
"Cumberland County, PA","county",05000US42041,0.246,0.264,0.276
"Dauphin County, PA","county",05000US42043,0.337,0.307,0.325
"Delaware County, PA","county",05000US42045,0.257,0.251,0.24
"Elk County, PA","county",05000US42047,0.286,0.275,0.285
"Erie County, PA","county",05000US42049,0.291,0.307,0.312
"Fayette County, PA","county",05000US42051,0.369,0.362,0.385
"Forest County, PA","county",05000US42053,0.33,0.333,0.321
"Franklin County, PA","county",05000US42055,0.321,0.3,0.322
"Fulton County, PA","county",05000US42057,0.345,0.329,0.316
"Greene County, PA","county",05000US42059,0.321,0.329,0.334
"Huntingdon County, PA","county",05000US42061,0.315,0.295,0.294
"Indiana County, PA","county",05000US42063,0.333,0.361,0.372
"Jefferson County, PA","county",05000US42065,0.296,0.29,0.315
"Juniata County, PA","county",05000US42067,0.306,0.332,0.347
"Lackawanna County, PA","county",05000US42069,0.279,0.3,0.313
"Lancaster County, PA","county",05000US42071,0.285,0.294,0.293
"Lawrence County, PA","county",05000US42073,0.326,0.325,0.343
"Lebanon County, PA","county",05000US42075,0.318,0.311,0.295
"Lehigh County, PA","county",05000US42077,0.285,0.285,0.301
"Luzerne County, PA","county",05000US42079,0.301,0.291,0.289
"Lycoming County, PA","county",05000US42081,0.306,0.299,0.315
"McKean County, PA","county",05000US42083,0.323,0.311,0.319
"Mercer County, PA","county",05000US42085,0.321,0.334,0.317
"Mifflin County, PA","county",05000US42087,0.302,0.318,0.32
"Monroe County, PA","county",05000US42089,0.28,0.27,0.288
"Montgomery County, PA","county",05000US42091,0.236,0.239,0.246
"Montour County, PA","county",05000US42093,0.291,0.322,0.325
"Northampton County, PA","county",05000US42095,0.296,0.281,0.286
"Northumberland County, PA","county",05000US42097,0.346,0.34,0.353
"Perry County, PA","county",05000US42099,0.309,0.329,0.33
"Philadelphia County, PA","county",05000US42101,0.3,0.292,0.298
"Pike County, PA","county",05000US42103,0.294,0.294,0.291
"Potter County, PA","county",05000US42105,0.324,0.324,0.324
"Schuylkill County, PA","county",05000US42107,0.328,0.347,0.351
"Snyder County, PA","county",05000US42109,0.314,0.326,0.325
