geo_name,geo_sumlevel,geo_id,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
"McCormick County, SC","county",05000US45065,0.322,0.34,0.352
"Marion County, SC","county",05000US45067,0.398,0.392,0.399
"Marlboro County, SC","county",05000US45069,0.398,0.374,0.392
"Newberry County, SC","county",05000US45071,0.346,0.334,0.355
"Oconee County, SC","county",05000US45073,0.31,0.293,0.28
"Orangeburg County, SC","county",05000US45075,0.41,0.406,0.419
"Pickens County, SC","county",05000US45077,0.296,0.306,0.302
"Richland County, SC","county",05000US45079,0.322,0.319,0.326
"Saluda County, SC","county",05000US45081,0.331,0.36,0.356
"Spartanburg County, SC","county",05000US45083,0.293,0.294,0.305
"Sumter County, SC","county",05000US45085,0.347,0.345,0.344
"Union County, SC","county",05000US45087,0.359,0.368,0.369
"Williamsburg County, SC","county",05000US45089,0.43,0.427,0.425
"York County, SC","county",05000US45091,0.282,0.286,0.294
"Aurora County, SD","county",05000US46003,0.292,0.307,0.28
"Beadle County, SD","county",05000US46005,0.312,0.315,0.32
"Bennett County, SD","county",05000US46007,0.377,0.365,0.366
"Bon Homme County, SD","county",05000US46009,0.3,0.328,0.296
"Brookings County, SD","county",05000US46011,0.263,0.279,0.274
"Brown County, SD","county",05000US46013,0.295,0.304,0.322
"Brule County, SD","county",05000US46015,0.362,0.354,0.344
"Buffalo County, SD","county",05000US46017,0.435,0.418,0.42
"Butte County, SD","county",05000US46019,0.281,0.265,0.313
"Campbell County, SD","county",05000US46021,0.334,0.325,0.309
"Charles Mix County, SD","county",05000US46023,0.322,0.35,0.336
"Clark County, SD","county",05000US46025,0.32,0.337,0.306
"Clay County, SD","county",05000US46027,0.3,0.292,0.311
"Codington County, SD","county",05000US46029,0.3,0.301,0.312
"Corson County, SD","county",05000US46031,0.39,0.391,0.409
"Custer County, SD","county",05000US46033,0.251,0.287,0.297
"Davison County, SD","county",05000US46035,0.33,0.35,0.343
"Day County, SD","county",05000US46037,0.344,0.318,0.308
"Deuel County, SD","county",05000US46039,0.338,0.327,0.333
"Dewey County, SD","county",05000US46041,0.402,0.397,0.399
"Douglas County, SD","county",05000US46043,0.275,0.292,0.298
"Edmunds County, SD","county",05000US46045,0.318,0.296,0.291
"Fall River County, SD","county",05000US46047,0.337,0.305,0.317
"Faulk County, SD","county",05000US46049,0.286,0.299,0.293
"Grant County, SD","county",05000US46051,0.341,0.32,0.306
"Gregory County, SD","county",05000US46053,0.319,0.326,0.322
"Haakon County, SD","county",05000US46055,0.32,0.335,0.301
"Hamlin County, SD","county",05000US46057,0.298,0.32,0.308
"Hand County, SD","county",05000US46059,0.287,0.303,0.299
"Hanson County, SD","county",05000US46061,0.269,0.277,0.289
"Harding County, SD","county",05000US46063,0.308,0.313,0.324
"Hughes County, SD","county",05000US46065,0.284,0.294,0.283
"Hutchinson County, SD","county",05000US46067,0.309,0.315,0.31
"Hyde County, SD","county",05000US46069,0.32,0.314,0.305
"Jackson County, SD","county",05000US46071,0.326,0.335,0.348
"Jerauld County, SD","county",05000US46073,0.278,0.287,0.278
"Jones County, SD","county",05000US46075,0.305,0.302,0.293
"Kingsbury County, SD","county",05000US46077,0.321,0.335,0.338
"Lake County, SD","county",05000US46079,0.28,0.293,0.313
"Lawrence County, SD","county",05000US46081,0.245,0.251,0.257
"Lincoln County, SD","county",05000US46083,0.276,0.283,0.287
"Lyman County, SD","county",05000US46085,0.347,0.326,0.335
"McCook County, SD","county",05000US46087,0.278,0.275,0.285
"McPherson County, SD","county",05000US46089,0.268,0.303,0.273
"Marshall County, SD","county",05000US46091,0.296,0.313,0.322
"Meade County, SD","county",05000US46093,0.28,0.281,0.27
"Mellette County, SD","county",05000US46095,0.344,0.321,0.324
"Miner County, SD","county",05000US46097,0.321,0.314,0.314
"Minnehaha County, SD","county",05000US46099,0.274,0.279,0.278
"Moody County, SD","county",05000US46101,0.337,0.335,0.329
"Pennington County, SD","county",05000US46103,0.276,0.276,0.273
"Perkins County, SD","county",05000US46105,0.322,0.341,0.328
"Potter County, SD","county",05000US46107,0.293,0.296,0.292
"Roberts County, SD","county",05000US46109,0.349,0.339,0.32
"Sanborn County, SD","county",05000US46111,0.34,0.304,0.297
"Shannon County, SD","county",05000US46113,0.425,0.445,0.429
"Spink County, SD","county",05000US46115,0.322,0.305,0.314
"Stanley County, SD","county",05000US46117,0.325,0.328,0.334
"Sully County, SD","county",05000US46119,0.318,0.321,0.331
"Todd County, SD","county",05000US46121,0.403,0.375,0.38
"Tripp County, SD","county",05000US46123,0.329,0.301,0.307
"Turner County, SD","county",05000US46125,0.314,0.328,0.329
"Union County, SD","county",05000US46127,0.291,0.305,0.304
"Walworth County, SD","county",05000US46129,0.307,0.285,0.284
"Yankton County, SD","county",05000US46135,0.288,0.285,0.3
"Ziebach County, SD","county",05000US46137,0.444,0.433,0.42
"Anderson County, TN","county",05000US47001,0.326,0.331,0.317
"Bedford County, TN","county",05000US47003,0.351,0.337,0.321
"Benton County, TN","county",05000US47005,0.333,0.339,0.324
"Bledsoe County, TN","county",05000US47007,0.338,0.323,0.327
"Blount County, TN","county",05000US47009,0.334,0.341,0.34
"Bradley County, TN","county",05000US47011,0.318,0.336,0.349
"Campbell County, TN","county",05000US47013,0.328,0.32,0.325
"Cannon County, TN","county",05000US47015,0.307,0.316,0.333
"Carroll County, TN","county",05000US47017,0.319,0.303,0.324
"Carter County, TN","county",05000US47019,0.287,0.295,0.318
"Cheatham County, TN","county",05000US47021,0.301,0.328,0.338
"Chester County, TN","county",05000US47023,0.317,0.324,0.32
"Claiborne County, TN","county",05000US47025,0.345,0.344,0.308
"Clay County, TN","county",05000US47027,0.316,0.334,0.313
"Cocke County, TN","county",05000US47029,0.314,0.337,0.344
"Coffee County, TN","county",05000US47031,0.356,0.384,0.359
"Crockett County, TN","county",05000US47033,0.358,0.345,0.33
"Cumberland County, TN","county",05000US47035,0.265,0.304,0.292
"Davidson County, TN","county",05000US47037,0.308,0.315,0.309
"Decatur County, TN","county",05000US47039,0.346,0.378,0.363
"DeKalb County, TN","county",05000US47041,0.32,0.325,0.318
"Dickson County, TN","county",05000US47043,0.349,0.378,0.359
"Dyer County, TN","county",05000US47045,0.333,0.353,0.372
"Fayette County, TN","county",05000US47047,0.351,0.326,0.311
"Fentress County, TN","county",05000US47049,0.375,0.364,0.355
"Franklin County, TN","county",05000US47051,0.304,0.306,0.309
"Gibson County, TN","county",05000US47053,0.34,0.309,0.323
"Giles County, TN","county",05000US47055,0.351,0.339,0.321
"Grainger County, TN","county",05000US47057,0.314,0.32,0.35
"Greene County, TN","county",05000US47059,0.316,0.33,0.298
"Grundy County, TN","county",05000US47061,0.279,0.3,0.313
"Hamblen County, TN","county",05000US47063,0.298,0.302,0.308
"Hamilton County, TN","county",05000US47065,0.291,0.299,0.302
"Hancock County, TN","county",05000US47067,0.298,0.31,0.306
"Hardeman County, TN","county",05000US47069,0.36,0.386,0.378
"Hardin County, TN","county",05000US47071,0.34,0.34,0.319
"Hawkins County, TN","county",05000US47073,0.345,0.345,0.329
"Haywood County, TN","county",05000US47075,0.41,0.413,0.384
"Henderson County, TN","county",05000US47077,0.351,0.367,0.348
"Henry County, TN","county",05000US47079,0.365,0.36,0.337
"Hickman County, TN","county",05000US47081,0.344,0.32,0.321
"Houston County, TN","county",05000US47083,0.339,0.351,0.332
"Humphreys County, TN","county",05000US47085,0.346,0.348,0.356
"Jackson County, TN","county",05000US47087,0.306,0.32,0.347
"Jefferson County, TN","county",05000US47089,0.279,0.284,0.342
"Johnson County, TN","county",05000US47091,0.313,0.297,0.292
"Knox County, TN","county",05000US47093,0.287,0.287,0.297
"Lake County, TN","county",05000US47095,0.354,0.371,0.375
"Lauderdale County, TN","county",05000US47097,0.39,0.382,0.383
"Lawrence County, TN","county",05000US47099,0.313,0.333,0.34
"Lewis County, TN","county",05000US47101,0.313,0.318,0.343
"Lincoln County, TN","county",05000US47103,0.308,0.291,0.321
"Loudon County, TN","county",05000US47105,0.28,0.278,0.275
"McMinn County, TN","county",05000US47107,0.338,0.356,0.337
"McNairy County, TN","county",05000US47109,0.359,0.356,0.386
"Macon County, TN","county",05000US47111,0.324,0.349,0.342
"Madison County, TN","county",05000US47113,0.373,0.363,0.343
"Marion County, TN","county",05000US47115,0.283,0.306,0.329
"Marshall County, TN","county",05000US47117,0.299,0.329,0.313
"Maury County, TN","county",05000US47119,0.351,0.371,0.336
"Meigs County, TN","county",05000US47121,0.303,0.307,0.279
"Monroe County, TN","county",05000US47123,0.349,0.361,0.355
"Montgomery County, TN","county",05000US47125,0.305,0.292,0.29
"Moore County, TN","county",05000US47127,0.335,0.339,0.32
"Morgan County, TN","county",05000US47129,0.31,0.309,0.303
"Obion County, TN","county",05000US47131,0.329,0.324,0.336
"Overton County, TN","county",05000US47133,0.316,0.319,0.33
"Perry County, TN","county",05000US47135,0.3,0.327,0.314
"Pickett County, TN","county",05000US47137,0.32,0.335,0.331
"Polk County, TN","county",05000US47139,0.325,0.332,0.349
"Putnam County, TN","county",05000US47141,0.349,0.339,0.326
"Rhea County, TN","county",05000US47143,0.365,0.35,0.304
"Roane County, TN","county",05000US47145,0.34,0.339,0.341
"Robertson County, TN","county",05000US47147,0.339,0.351,0.356
"Rutherford County, TN","county",05000US47149,0.317,0.339,0.33
"Scott County, TN","county",05000US47151,0.296,0.308,0.289
"Sequatchie County, TN","county",05000US47153,0.34,0.3,0.283
"Sevier County, TN","county",05000US47155,0.302,0.307,0.306
"Shelby County, TN","county",05000US47157,0.35,0.335,0.326
"Smith County, TN","county",05000US47159,0.332,0.355,0.368
"Stewart County, TN","county",05000US47161,0.29,0.306,0.314
"Sullivan County, TN","county",05000US47163,0.331,0.312,0.301
"Sumner County, TN","county",05000US47165,0.297,0.284,0.297
"Tipton County, TN","county",05000US47167,0.329,0.337,0.354
"Trousdale County, TN","county",05000US47169,0.338,0.334,0.329
"Unicoi County, TN","county",05000US47171,0.304,0.318,0.334
"Union County, TN","county",05000US47173,0.33,0.319,0.31
"Van Buren County, TN","county",05000US47175,0.316,0.316,0.321
"Warren County, TN","county",05000US47177,0.322,0.317,0.314
"Washington County, TN","county",05000US47179,0.309,0.324,0.322
"Wayne County, TN","county",05000US47181,0.337,0.328,0.327
"Weakley County, TN","county",05000US47183,0.304,0.307,0.309
"White County, TN","county",05000US47185,0.311,0.302,0.312
"Williamson County, TN","county",05000US47187,0.27,0.272,0.259
"Wilson County, TN","county",05000US47189,0.317,0.332,0.317
"Anderson County, TX","county",05000US48001,0.356,0.334,0.316
"Andrews County, TX","county",05000US48003,0.295,0.288,0.281
"Angelina County, TX","county",05000US48005,0.297,0.336,0.375
"Aransas County, TX","county",05000US48007,0.282,0.28,0.269
"Archer County, TX","county",05000US48009,0.296,0.299,0.271
"Armstrong County, TX","county",05000US48011,0.275,0.305,0.272
"Atascosa County, TX","county",05000US48013,0.288,0.279,0.279
"Austin County, TX","county",05000US48015,0.278,0.278,0.27
"Bailey County, TX","county",05000US48017,0.288,0.297,0.267
"Bandera County, TX","county",05000US48019,0.287,0.275,0.271
"Bastrop County, TX","county",05000US48021,0.31,0.325,0.331
"Baylor County, TX","county",05000US48023,0.275,0.291,0.281
"Bee County, TX","county",05000US48025,0.304,0.306,0.293
"Bell County, TX","county",05000US48027,0.296,0.3,0.29
"Bexar County, TX","county",05000US48029,0.301,0.282,0.273
"Blanco County, TX","county",05000US48031,0.301,0.304,0.287
"Borden County, TX","county",05000US48033,0.293,0.298,0.273
"Bosque County, TX","county",05000US48035,0.293,0.303,0.278
"Bowie County, TX","county",05000US48037,0.344,0.327,0.324
"Brazoria County, TX","county",05000US48039,0.3,0.316,0.312
"Brazos County, TX","county",05000US48041,0.276,0.26,0.284
"Brewster County, TX","county",05000US48043,0.269,0.276,0.277
"Briscoe County, TX","county",05000US48045,0.291,0.298,0.264
"Brooks County, TX","county",05000US48047,0.291,0.291,0.272
"Brown County, TX","county",05000US48049,0.311,0.275,0.252
"Burleson County, TX","county",05000US48051,0.299,0.303,0.298
"Burnet County, TX","county",05000US48053,0.287,0.31,0.3
"Caldwell County, TX","county",05000US48055,0.308,0.284,0.264
"Calhoun County, TX","county",05000US48057,0.295,0.3,0.291
"Callahan County, TX","county",05000US48059,0.29,0.294,0.284
"Cameron County, TX","county",05000US48061,0.277,0.318,0.332
"Camp County, TX","county",05000US48063,0.326,0.322,0.318
"Carson County, TX","county",05000US48065,0.289,0.294,0.284
"Cass County, TX","county",05000US48067,0.288,0.307,0.313
"Castro County, TX","county",05000US48069,0.301,0.303,0.281
"Chambers County, TX","county",05000US48071,0.314,0.314,0.286
"Cherokee County, TX","county",05000US48073,0.319,0.309,0.301
"Childress County, TX","county",05000US48075,0.296,0.299,0.27
"Clay County, TX","county",05000US48077,0.296,0.308,0.294
"Cochran County, TX","county",05000US48079,0.298,0.295,0.269
"Coke County, TX","county",05000US48081,0.312,0.29,0.281
"Coleman County, TX","county",05000US48083,0.287,0.297,0.281
"Collin County, TX","county",05000US48085,0.257,0.25,0.246
"Collingsworth County, TX","county",05000US48087,0.309,0.301,0.28
"Colorado County, TX","county",05000US48089,0.301,0.305,0.285
"Comal County, TX","county",05000US48091,0.291,0.285,0.267
"Comanche County, TX","county",05000US48093,0.292,0.31,0.283
"Concho County, TX","county",05000US48095,0.311,0.312,0.275
"Cooke County, TX","county",05000US48097,0.308,0.302,0.292
"Coryell County, TX","county",05000US48099,0.313,0.318,0.303
"Cottle County, TX","county",05000US48101,0.295,0.3,0.274
"Crane County, TX","county",05000US48103,0.292,0.291,0.293
"Crockett County, TX","county",05000US48105,0.3,0.31,0.279
"Crosby County, TX","county",05000US48107,0.29,0.292,0.278
"Culberson County, TX","county",05000US48109,0.29,0.308,0.276
"Dallam County, TX","county",05000US48111,0.308,0.32,0.315
"Dallas County, TX","county",05000US48113,0.292,0.28,0.276
"Dawson County, TX","county",05000US48115,0.309,0.321,0.299
"Deaf Smith County, TX","county",05000US48117,0.321,0.323,0.294
"Delta County, TX","county",05000US48119,0.293,0.293,0.28
"Denton County, TX","county",05000US48121,0.266,0.239,0.221
"DeWitt County, TX","county",05000US48123,0.292,0.326,0.306
"Dickens County, TX","county",05000US48125,0.286,0.29,0.266
"Dimmit County, TX","county",05000US48127,0.305,0.314,0.299
"Donley County, TX","county",05000US48129,0.302,0.313,0.276
"Duval County, TX","county",05000US48131,0.299,0.297,0.278
"Eastland County, TX","county",05000US48133,0.317,0.318,0.282
"Ector County, TX","county",05000US48135,0.315,0.309,0.316
"Edwards County, TX","county",05000US48137,0.291,0.291,0.271
"Ellis County, TX","county",05000US48139,0.28,0.285,0.298
"El Paso County, TX","county",05000US48141,0.254,0.266,0.284
"Erath County, TX","county",05000US48143,0.295,0.312,0.282
"Falls County, TX","county",05000US48145,0.316,0.301,0.298
"Fannin County, TX","county",05000US48147,0.323,0.317,0.284
"Fayette County, TX","county",05000US48149,0.287,0.294,0.271
"Fisher County, TX","county",05000US48151,0.301,0.292,0.267
"Floyd County, TX","county",05000US48153,0.291,0.289,0.268
"Foard County, TX","county",05000US48155,0.285,0.285,0.263
"Fort Bend County, TX","county",05000US48157,0.25,0.235,0.239
"Franklin County, TX","county",05000US48159,0.289,0.285,0.269
"Freestone County, TX","county",05000US48161,0.308,0.307,0.285
"Frio County, TX","county",05000US48163,0.304,0.313,0.275
"Gaines County, TX","county",05000US48165,0.315,0.324,0.306
"Galveston County, TX","county",05000US48167,0.289,0.249,0.276
"Garza County, TX","county",05000US48169,0.31,0.31,0.275
"Gillespie County, TX","county",05000US48171,0.314,0.311,0.268
"Glasscock County, TX","county",05000US48173,0.291,0.291,0.268
"Goliad County, TX","county",05000US48175,0.3,0.316,0.292
"Gonzales County, TX","county",05000US48177,0.328,0.329,0.295
"Gray County, TX","county",05000US48179,0.277,0.281,0.284
"Grayson County, TX","county",05000US48181,0.281,0.294,0.289
"Gregg County, TX","county",05000US48183,0.337,0.351,0.353
"Grimes County, TX","county",05000US48185,0.348,0.317,0.291
"Guadalupe County, TX","county",05000US48187,0.315,0.32,0.309
"Hale County, TX","county",05000US48189,0.29,0.283,0.306
"Hall County, TX","county",05000US48191,0.297,0.311,0.291
"Hamilton County, TX","county",05000US48193,0.318,0.33,0.3
"Hansford County, TX","county",05000US48195,0.287,0.286,0.281
"Hardeman County, TX","county",05000US48197,0.302,0.317,0.285
"Hardin County, TX","county",05000US48199,0.339,0.344,0.321
"Harris County, TX","county",05000US48201,0.282,0.274,0.272
"Harrison County, TX","county",05000US48203,0.315,0.33,0.333
"Hartley County, TX","county",05000US48205,0.304,0.298,0.273
"Haskell County, TX","county",05000US48207,0.295,0.295,0.273
"Hays County, TX","county",05000US48209,0.273,0.236,0.238
"Hemphill County, TX","county",05000US48211,0.308,0.309,0.268
"Henderson County, TX","county",05000US48213,0.273,0.312,0.302
"Hidalgo County, TX","county",05000US48215,0.34,0.367,0.344
"Hill County, TX","county",05000US48217,0.332,0.305,0.287
"Hockley County, TX","county",05000US48219,0.287,0.295,0.307
"Hood County, TX","county",05000US48221,0.26,0.258,0.265
"Hopkins County, TX","county",05000US48223,0.305,0.293,0.305
"Houston County, TX","county",05000US48225,0.316,0.299,0.283
"Howard County, TX","county",05000US48227,0.312,0.305,0.311
"Hudspeth County, TX","county",05000US48229,0.288,0.29,0.263
"Hunt County, TX","county",05000US48231,0.302,0.303,0.27
"Hutchinson County, TX","county",05000US48233,0.332,0.329,0.311
"Irion County, TX","county",05000US48235,0.29,0.294,0.279
"Jack County, TX","county",05000US48237,0.289,0.293,0.269
"Jackson County, TX","county",05000US48239,0.313,0.334,0.322
"Jasper County, TX","county",05000US48241,0.31,0.33,0.291
"Jeff Davis County, TX","county",05000US48243,0.259,0.273,0.262
"Jefferson County, TX","county",05000US48245,0.35,0.369,0.332
"Jim Hogg County, TX","county",05000US48247,0.295,0.304,0.273
"Jim Wells County, TX","county",05000US48249,0.3,0.293,0.285
"Johnson County, TX","county",05000US48251,0.327,0.332,0.302
"Jones County, TX","county",05000US48253,0.303,0.302,0.274
"Karnes County, TX","county",05000US48255,0.279,0.305,0.292
"Kaufman County, TX","county",05000US48257,0.332,0.305,0.272
"Kendall County, TX","county",05000US48259,0.261,0.274,0.273
"Kenedy County, TX","county",05000US48261,0.296,0.295,0.264
"Kent County, TX","county",05000US48263,0.299,0.296,0.264
"Kerr County, TX","county",05000US48265,0.264,0.253,0.267
"Kimble County, TX","county",05000US48267,0.287,0.296,0.284
"King County, TX","county",05000US48269,0.285,0.29,0.275
"Kinney County, TX","county",05000US48271,0.295,0.294,0.267
"Kleberg County, TX","county",05000US48273,0.313,0.305,0.28
"Knox County, TX","county",05000US48275,0.285,0.294,0.266
"Lamar County, TX","county",05000US48277,0.308,0.339,0.327
"Lamb County, TX","county",05000US48279,0.295,0.286,0.31
"Lampasas County, TX","county",05000US48281,0.289,0.281,0.282
"La Salle County, TX","county",05000US48283,0.299,0.304,0.266
"Lavaca County, TX","county",05000US48285,0.318,0.321,0.32
"Lee County, TX","county",05000US48287,0.318,0.309,0.281
"Leon County, TX","county",05000US48289,0.297,0.306,0.295
"Liberty County, TX","county",05000US48291,0.32,0.287,0.276
"Limestone County, TX","county",05000US48293,0.318,0.346,0.339
"Lipscomb County, TX","county",05000US48295,0.308,0.299,0.272
"Live Oak County, TX","county",05000US48297,0.299,0.299,0.276
"Llano County, TX","county",05000US48299,0.263,0.271,0.27
"Loving County, TX","county",05000US48301,0.301,0.312,0.29
"Lubbock County, TX","county",05000US48303,0.277,0.281,0.277
"Lynn County, TX","county",05000US48305,0.296,0.313,0.284
"McCulloch County, TX","county",05000US48307,0.302,0.31,0.285
"McLennan County, TX","county",05000US48309,0.286,0.303,0.286
"McMullen County, TX","county",05000US48311,0.306,0.313,0.322
"Madison County, TX","county",05000US48313,0.306,0.307,0.288
"Marion County, TX","county",05000US48315,0.335,0.33,0.313
"Martin County, TX","county",05000US48317,0.303,0.299,0.271
"Mason County, TX","county",05000US48319,0.278,0.283,0.262
"Matagorda County, TX","county",05000US48321,0.314,0.334,0.319
"Maverick County, TX","county",05000US48323,0.304,0.301,0.294
"Medina County, TX","county",05000US48325,0.288,0.318,0.322
"Menard County, TX","county",05000US48327,0.29,0.287,0.273
"Midland County, TX","county",05000US48329,0.284,0.308,0.309
"Milam County, TX","county",05000US48331,0.321,0.312,0.297
"Mills County, TX","county",05000US48333,0.293,0.279,0.261
"Mitchell County, TX","county",05000US48335,0.28,0.285,0.266
"Montague County, TX","county",05000US48337,0.27,0.275,0.259
"Montgomery County, TX","county",05000US48339,0.279,0.28,0.245
"Moore County, TX","county",05000US48341,0.302,0.312,0.299
"Morris County, TX","county",05000US48343,0.335,0.338,0.3
"Motley County, TX","county",05000US48345,0.279,0.281,0.268
"Nacogdoches County, TX","county",05000US48347,0.301,0.326,0.322
"Navarro County, TX","county",05000US48349,0.342,0.342,0.284
"Newton County, TX","county",05000US48351,0.308,0.305,0.28
"Nolan County, TX","county",05000US48353,0.302,0.307,0.29
"Nueces County, TX","county",05000US48355,0.306,0.32,0.336
"Ochiltree County, TX","county",05000US48357,0.314,0.305,0.287
"Oldham County, TX","county",05000US48359,0.308,0.317,0.293
"Orange County, TX","county",05000US48361,0.322,0.31,0.295
"Palo Pinto County, TX","county",05000US48363,0.289,0.298,0.294
"Panola County, TX","county",05000US48365,0.32,0.323,0.307
"Parker County, TX","county",05000US48367,0.337,0.307,0.29
"Parmer County, TX","county",05000US48369,0.313,0.312,0.294
"Pecos County, TX","county",05000US48371,0.298,0.303,0.286
"Polk County, TX","county",05000US48373,0.336,0.335,0.294
"Potter County, TX","county",05000US48375,0.329,0.298,0.31
"Presidio County, TX","county",05000US48377,0.245,0.279,0.261
"Rains County, TX","county",05000US48379,0.288,0.301,0.297
"Randall County, TX","county",05000US48381,0.256,0.267,0.266
"Reagan County, TX","county",05000US48383,0.302,0.301,0.277
"Real County, TX","county",05000US48385,0.283,0.298,0.276
"Red River County, TX","county",05000US48387,0.315,0.309,0.307
"Reeves County, TX","county",05000US48389,0.302,0.295,0.283
"Refugio County, TX","county",05000US48391,0.296,0.306,0.284
"Roberts County, TX","county",05000US48393,0.287,0.294,0.266
"Robertson County, TX","county",05000US48395,0.322,0.305,0.298
"Rockwall County, TX","county",05000US48397,0.258,0.278,0.253
"Runnels County, TX","county",05000US48399,0.295,0.277,0.268
"Rusk County, TX","county",05000US48401,0.37,0.354,0.308
"Sabine County, TX","county",05000US48403,0.313,0.288,0.278
"San Augustine County, TX","county",05000US48405,0.303,0.334,0.323
"San Jacinto County, TX","county",05000US48407,0.304,0.306,0.281
"San Patricio County, TX","county",05000US48409,0.288,0.317,0.33
"San Saba County, TX","county",05000US48411,0.299,0.297,0.274
"Schleicher County, TX","county",05000US48413,0.302,0.294,0.275
"Scurry County, TX","county",05000US48415,0.288,0.286,0.262
"Shackelford County, TX","county",05000US48417,0.33,0.335,0.283
"Shelby County, TX","county",05000US48419,0.328,0.344,0.312
"Sherman County, TX","county",05000US48421,0.3,0.303,0.275
"Smith County, TX","county",05000US48423,0.273,0.282,0.296
"Somervell County, TX","county",05000US48425,0.284,0.299,0.276
"Starr County, TX","county",05000US48427,0.307,0.299,0.296
"Stephens County, TX","county",05000US48429,0.301,0.296,0.27
"Sterling County, TX","county",05000US48431,0.305,0.308,0.274
"Stonewall County, TX","county",05000US48433,0.29,0.294,0.27
"Sutton County, TX","county",05000US48435,0.297,0.302,0.266
"Swisher County, TX","county",05000US48437,0.285,0.3,0.277
"Tarrant County, TX","county",05000US48439,0.286,0.281,0.291
"Taylor County, TX","county",05000US48441,0.282,0.313,0.308
"Terrell County, TX","county",05000US48443,0.284,0.297,0.268
"Terry County, TX","county",05000US48445,0.338,0.324,0.292
"Throckmorton County, TX","county",05000US48447,0.288,0.289,0.268
"Titus County, TX","county",05000US48449,0.295,0.315,0.309
"Tom Green County, TX","county",05000US48451,0.277,0.259,0.276
"Travis County, TX","county",05000US48453,0.214,0.204,0.203
"Trinity County, TX","county",05000US48455,0.324,0.308,0.274
"Tyler County, TX","county",05000US48457,0.308,0.326,0.31
"Upshur County, TX","county",05000US48459,0.333,0.324,0.296
"Upton County, TX","county",05000US48461,0.306,0.304,0.269
"Uvalde County, TX","county",05000US48463,0.296,0.312,0.3
"Val Verde County, TX","county",05000US48465,0.28,0.288,0.3
"Van Zandt County, TX","county",05000US48467,0.34,0.313,0.302
"Victoria County, TX","county",05000US48469,0.332,0.34,0.343
"Walker County, TX","county",05000US48471,0.304,0.309,0.297
"Waller County, TX","county",05000US48473,0.308,0.309,0.336
"Ward County, TX","county",05000US48475,0.301,0.306,0.285
"Washington County, TX","county",05000US48477,0.284,0.302,0.296
"Webb County, TX","county",05000US48479,0.312,0.315,0.313
"Wharton County, TX","county",05000US48481,0.313,0.316,0.319
"Wheeler County, TX","county",05000US48483,0.289,0.295,0.278
"Wichita County, TX","county",05000US48485,0.321,0.289,0.311
"Wilbarger County, TX","county",05000US48487,0.287,0.296,0.28
"Willacy County, TX","county",05000US48489,0.295,0.291,0.276
"Williamson County, TX","county",05000US48491,0.278,0.287,0.311
"Wilson County, TX","county",05000US48493,0.282,0.276,0.314
"Winkler County, TX","county",05000US48495,0.313,0.309,0.277
"Wise County, TX","county",05000US48497,0.298,0.32,0.309
"Wood County, TX","county",05000US48499,0.304,0.3,0.301
"Yoakum County, TX","county",05000US48501,0.299,0.286,0.267
"Young County, TX","county",05000US48503,0.272,0.273,0.271
"Zapata County, TX","county",05000US48505,0.312,0.3,0.263
"Zavala County, TX","county",05000US48507,0.284,0.297,0.274
"Beaver County, UT","county",05000US49001,0.292,0.276,0.257
"Box Elder County, UT","county",05000US49003,0.311,0.328,0.335
"Cache County, UT","county",05000US49005,0.224,0.224,0.218
"Carbon County, UT","county",05000US49007,0.277,0.289,0.266
"Daggett County, UT","county",05000US49009,0.261,0.261,0.261
"Davis County, UT","county",05000US49011,0.249,0.246,0.25
"Duchesne County, UT","county",05000US49013,0.269,0.263,0.276
"Emery County, UT","county",05000US49015,0.261,0.272,0.258
"Garfield County, UT","county",05000US49017,0.279,0.29,0.325
"Grand County, UT","county",05000US49019,0.204,0.228,0.223
"Iron County, UT","county",05000US49021,0.246,0.23,0.233
"Juab County, UT","county",05000US49023,0.306,0.279,0.28
"Kane County, UT","county",05000US49025,0.226,0.233,0.261
"Millard County, UT","county",05000US49027,0.284,0.288,0.313
"Morgan County, UT","county",05000US49029,0.224,0.225,0.22
"Piute County, UT","county",05000US49031,0.247,0.249,0.261
"Rich County, UT","county",05000US49033,0.268,0.268,0.264
"Salt Lake County, UT","county",05000US49035,0.248,0.251,0.254
"San Juan County, UT","county",05000US49037,0.251,0.256,0.267
"Sanpete County, UT","county",05000US49039,0.242,0.247,0.254
"Sevier County, UT","county",05000US49041,0.302,0.307,0.299
"Summit County, UT","county",05000US49043,0.146,0.136,0.144
"Tooele County, UT","county",05000US49045,0.292,0.31,0.317
"Uintah County, UT","county",05000US49047,0.285,0.284,0.276
"Utah County, UT","county",05000US49049,0.238,0.232,0.244
"Wasatch County, UT","county",05000US49051,0.228,0.231,0.23
"Washington County, UT","county",05000US49053,0.226,0.232,0.237
"Wayne County, UT","county",05000US49055,0.225,0.233,0.228
"Weber County, UT","county",05000US49057,0.281,0.273,0.284
"Addison County, VT","county",05000US50001,0.228,0.235,0.23
"Bennington County, VT","county",05000US50003,0.243,0.248,0.241
"Caledonia County, VT","county",05000US50005,0.279,0.291,0.283
"Chittenden County, VT","county",05000US50007,0.21,0.209,0.198
"Essex County, VT","county",05000US50009,0.274,0.275,0.298
"Franklin County, VT","county",05000US50011,0.29,0.282,0.275
"Grand Isle County, VT","county",05000US50013,0.268,0.261,0.268
